Age,Gender,Years IT / Programming Experience,Occupation,Current Lang & Tech: Android,Current Lang & Tech: Arduino,Current Lang & Tech: AngularJS,Current Lang & Tech: C,Current Lang & Tech: C++,Current Lang & Tech: C++11,Current Lang & Tech: C#,Current Lang & Tech: Cassandra,Current Lang & Tech: CoffeeScript,Current Lang & Tech: Cordova,Current Lang & Tech: Clojure,Current Lang & Tech: Cloud,Current Lang & Tech: Dart,Current Lang & Tech: F#,Current Lang & Tech: Go,Current Lang & Tech: Hadoop,Current Lang & Tech: Haskell,Current Lang & Tech: iOS,Current Lang & Tech: Java,Current Lang & Tech: JavaScript,Current Lang & Tech: LAMP,Current Lang & Tech: Matlab,Current Lang & Tech: MongoDB,Current Lang & Tech: Node.js,Current Lang & Tech: Objective-C,Current Lang & Tech: Perl,Current Lang & Tech: PHP,Current Lang & Tech: Python,Current Lang & Tech: R,Current Lang & Tech: Redis,Current Lang & Tech: Ruby,Current Lang & Tech: Rust,Current Lang & Tech: Salesforce,Current Lang & Tech: Scala,Current Lang & Tech: Sharepoint,Current Lang & Tech: Spark,Current Lang & Tech: SQL,Current Lang & Tech: SQL Server,Current Lang & Tech: Swift,Current Lang & Tech: Visual Basic,Current Lang & Tech: Windows Phone,Current Lang & Tech: Wordpress,Current Lang & Tech: Write-In,Training & Education: No formal training,Training & Education: On the job,Training & Education: Boot camp or night school,Training & Education: Online Class,Training & Education: Mentorship,Training & Education: Industry certification,"Training & Education: Some college, but no CS degree",Training & Education: BS in CS,Training & Education: Masters in CS,Training & Education: PhD in CS,Training & Education: Other,Compensation,Compensation: midpoint,Employment Status,Industry
25-29,Male,2 - 5 years,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"Less than $20,000",10000,I'm a student,
20-24,Male,6 - 10 years,Student,,,,C,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),,Other,Rather not say,Rather not say,I'm a student,
20-24,Male,2 - 5 years,Student,,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,R,,,,,Scala,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$80,000 - $100,000",90000,I'm a student,
< 20,Male,1 - 2 years,Student,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,Node.js,,,PHP,,,Redis,Ruby,,,,,,SQL,,,,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,"Less than $20,000",10000,I'm a student,
< 20,Male,2 - 5 years,Student,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,
25-29,Male,1 - 2 years,Student,Android,,,C,,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,I'm a student,
< 20,Male,6 - 10 years,Student,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,iOS,,JavaScript,,,,,,,,,,,,,,,,,,,Swift,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,
30-34,Male,11+ years,Student,,Arduino / Raspberry Pi,,C,C++,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,PhD in Computer Science (or related field),,Rather not say,Rather not say,I'm a student,
20-24,Male,1 - 2 years,Student,,,,,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"Less than $20,000",10000,I'm a student,
20-24,Male,Less than 1 year,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,,,I'm a student,
40-50,Female,Less than 1 year,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,No formal training; I'm self-taught,,,,,,,,,,,Rather not say,Rather not say,Prefer not to disclose,
20-24,Male,Less than 1 year,Student,,,,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,Unemployed,Unemployed,I'm a student,
25-29,Male,2 - 5 years,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
< 20,Male,2 - 5 years,Student,,Arduino / Raspberry Pi,,C,C++,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,Unemployed,Unemployed,I'm a student,
< 20,Male,1 - 2 years,Student,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,,,I'm a student,
20-24,Male,1 - 2 years,Student,Android,,,,,,,,,,,,,,,,,,,,,,,,Objective-C,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,,No formal training; I'm self-taught,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,Rather not say,Rather not say,I'm a student,
20-24,Male,11+ years,Student,,,,C,C++,C++11,C#,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,,Visual Basic,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,
25-29,Male,6 - 10 years,Student,,,,C,C++,C++11,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters Degree in Computer Science (or related field),,,"$20,000 - $40,000",30000,I'm a student,
Prefer not to disclose,Male,1 - 2 years,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,,,I'm a student,
< 20,Prefer not to disclose,6 - 10 years,Student,,Arduino / Raspberry Pi,,,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,
< 20,Male,6 - 10 years,Student,,Arduino / Raspberry Pi,,,,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,
25-29,Male,1 - 2 years,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bash/Shell,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,Rather not say,Rather not say,I'm a student,
< 20,Male,2 - 5 years,Student,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,
Prefer not to disclose,Prefer not to disclose,1 - 2 years,Student,,,,,,,,,,,,,,,,,,,Java,,LAMP,,,,,,,,,,,,,,,,,,,,,Wordpress,,No formal training; I'm self-taught,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,Unemployed,Unemployed,I'm a student,
20-24,Male,2 - 5 years,Student,Android,,,,C++,,,,,,,,,,Go,,Haskell,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,Unemployed,Unemployed,Unemployed,
< 20,Male,2 - 5 years,Student,,,,,,C++11,,,,,,,,,,,Haskell,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,Unemployed,Unemployed,I'm a student,
20-24,Male,2 - 5 years,Student,,,,C,,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,Unemployed,Unemployed,I'm a student,
< 20,Male,6 - 10 years,Student,,,,C,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,
< 20,Male,2 - 5 years,Student,,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,Other,Unemployed,Unemployed,I'm a student,
< 20,Male,2 - 5 years,Student,,,,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,Other,Unemployed,Unemployed,I'm a student,
25-29,Male,11+ years,Student,,,,C,,,,,,,,,,,,,,,Java,,,Matlab,,,,,,Python,R,,Ruby,,,,,,,,,,,,,,,,,,,,,Masters Degree in Computer Science (or related field),,,"Less than $20,000",10000,I'm a student,
< 20,Male,1 - 2 years,Student,,,,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"Less than $20,000",10000,I'm a student,
20-24,Male,2 - 5 years,Student,,,,C,,,,,,,,,,,,,,,Java,,,,,,Objective-C,,,,,,,,,Scala,,,SQL,,Swift,,,,Erlang,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$80,000 - $100,000",90000,I'm a student,
20-24,Male,1 - 2 years,Student,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,Wordpress,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,"Less than $20,000",10000,Unemployed,
< 20,Male,Less than 1 year,Student,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,"Less than $20,000",10000,I'm a student,
< 20,Male,2 - 5 years,Student,,,,,C++,,,,,,,,,,,,,iOS,Java,JavaScript,,,MongoDB,,Objective-C,,PHP,,,,Ruby,,,,,,SQL,,Swift,Visual Basic,,,,No formal training; I'm self-taught,,"Intensive code ""boot-camp"" or night school","Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,"Less than $20,000",10000,I'm a student,
< 20,Male,1 - 2 years,Student,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,Unemployed,Unemployed,I'm a student,
20-24,Male,1 - 2 years,Student,,,,C,C++,C++11,,,,,,,,,,,Haskell,,Java,JavaScript,,,,,,,,Python,R,,,,,,,,SQL,,,,,,"Racket, Prolog",No formal training; I'm self-taught,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"Less than $20,000",10000,I'm a student,
< 20,Male,6 - 10 years,Student,Android,Arduino / Raspberry Pi,,,,,,,,,,,Dart,,,,,,Java,JavaScript,,Matlab,MongoDB,,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,Unemployed,Unemployed,I'm a student,
< 20,Male,2 - 5 years,Student,,,,,,,,,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,Node.js,,Perl,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,Some college coursework in Computer Science (or related field) but no degree,,,,,"Less than $20,000",10000,I'm a student,
< 20,Male,2 - 5 years,Student,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,Python,,,Ruby,,,,,,SQL,,,,,,Bash / Unix shell,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,
< 20,Male,2 - 5 years,Student,,,,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,,Python,,,,,,,,,,,Swift,,,,,No formal training; I'm self-taught,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,Unemployed,Unemployed,I'm a student,
25-29,Male,6 - 10 years,Student,,,,,,,,,,,,,,,,,,,,,,Matlab,,,,,,Python,R,,,,,,,,,,,,,,,No formal training; I'm self-taught,,"Intensive code ""boot-camp"" or night school",,,,,,,,,"$20,000 - $40,000",30000,I'm a student,
< 20,Male,2 - 5 years,Student,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,,,I'm a student,
< 20,Male,1 - 2 years,Student,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,Redis,Ruby,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,
20-24,Male,1 - 2 years,Student,,,,C,C++,,,,,,,,,,,Hadoop,,,,,,,,,,,,,,,Ruby,,,Scala,,,,,,,,,,,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)","Mentorship program (ie. Flatiron School, GDI, etc.)",,Some college coursework in Computer Science (or related field) but no degree,,,,,"Less than $20,000",10000,I'm a student,
< 20,Male,2 - 5 years,Student,Android,Arduino / Raspberry Pi,,,C++,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,,,I'm a student,
Prefer not to disclose,Prefer not to disclose,2 - 5 years,Student,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,,,,,,,Objective-C,,,Python,,,Ruby,,,,,,,,Swift,,,,,No formal training; I'm self-taught,,,,,,,,,,,,,I'm a student,
< 20,Male,2 - 5 years,Student,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,,No formal training; I'm self-taught,,,,,,,,,,,"Less than $20,000",10000,I'm a student,
20-24,Male,11+ years,Student,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),,,"$20,000 - $40,000",30000,I'm a student,
Prefer not to disclose,Male,2 - 5 years,Student,,,,C,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,"Bash, Vimscript",No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,
< 20,Male,6 - 10 years,Student,Android,,,,C++,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,SQL,,Swift,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,I'm a student,
20-24,Female,2 - 5 years,Student,,,,C,C++,,,,,,,,,,,,,,,,,Matlab,,,,,,Python,,,,,,,,,,,,,,,,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),PhD in Computer Science (or related field),,"$20,000 - $40,000",30000,I'm a student,
20-24,Male,1 - 2 years,Student,,,,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,"Less than $20,000",10000,I'm a student,
25-29,Male,2 - 5 years,Student,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,Other,"Less than $20,000",10000,I'm a student,
< 20,Male,Less than 1 year,Student,,,,,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,Python,,,,,,,,,SQL,SQL Server,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,
20-24,Male,2 - 5 years,Student,,,,,,,,,,,,,,,,,Haskell,,,,,,,,,,,,,,,,,,,,,,,,,,Coq,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$20,000 - $40,000",30000,I'm a student,
< 20,Prefer not to disclose,2 - 5 years,Student,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,Ruby,,,,,,,,,,,,,No formal training; I'm self-taught,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,Rather not say,Rather not say,I'm a student,
< 20,Other,1 - 2 years,Student,Android,,,,,,,,,,,,,,Go,,,,Java,,,Matlab,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,
25-29,Male,2 - 5 years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,"PowerShell, and (God Help Me) Batch",No formal training; I'm self-taught,On-the-job training,,,,,,,,,,"$40,000 - $60,000",50000,Employed full-time,Aerospace
25-29,Male,6 - 10 years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$60,000 - $80,000",70000,Employed full-time,Consulting
40-50,,11+ years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,Sharepoint,,,SQL Server,,Visual Basic,,,,No formal training; I'm self-taught,On-the-job training,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,Other,"$80,000 - $100,000",90000,Employed full-time,Consulting
30-34,Male,6 - 10 years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,,,,,"Less than $20,000",10000,Employed part-time,Consulting
35-39,Male,11+ years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Powershell,No formal training; I'm self-taught,On-the-job training,,,,,,,,,,"$100,000 - $120,000",110000,Employed full-time,Consulting
40-50,Male,11+ years,System administrator,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,Sharepoint,,SQL,SQL Server,,Visual Basic,,,Drupal,No formal training; I'm self-taught,On-the-job training,,,,,,,,,,"$100,000 - $120,000",110000,Employed full-time,Consulting
Prefer not to disclose,Prefer not to disclose,1 - 2 years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"$100,000 - $120,000",110000,Employed full-time,Consumer Products
40-50,Male,11+ years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$120,000 - $140,000",130000,Employed full-time,Defense
25-29,Male,6 - 10 years,System administrator,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,Wordpress,,No formal training; I'm self-taught,,,,,,,,,,,"$40,000 - $60,000",50000,Employed full-time,Education
40-50,Male,11+ years,System administrator,,,,C,C++,,C#,,,,,,,,,,,,,,,,,,,Perl,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,,,,,"$80,000 - $100,000",90000,Employed full-time,Education
20-24,Male,2 - 5 years,System administrator,,,,,,,,,,,,,,,,,,,Java,,,,,,,Perl,,,,,,,,,,,,,,,,,,,On-the-job training,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$40,000 - $60,000",50000,Employed full-time,Education
30-34,Male,6 - 10 years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PowerShell,,,,,,Industry certification program,Some college coursework in Computer Science (or related field) but no degree,,,,,"More than $160,000",170000,Freelance / Contractor,Education
< 20,Male,6 - 10 years,System administrator,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$40,000 - $60,000",50000,Employed full-time,Education
20-24,Male,2 - 5 years,System administrator,,,,,,,,,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,Node.js,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$40,000 - $60,000",50000,Employed full-time,Education
40-50,Male,11+ years,System administrator,,,,C,C++,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,x86/x86 Assembly,No formal training; I'm self-taught,,,,,,,,,,,Rather not say,Rather not say,Employed full-time,Finance / Banking
25-29,Male,11+ years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,"batch, kornshell",,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$80,000 - $100,000",90000,Employed full-time,Finance / Banking
30-34,Male,11+ years,System administrator,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,,,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)","Mentorship program (ie. Flatiron School, GDI, etc.)",,,,,,,"$100,000 - $120,000",110000,Employed full-time,Finance / Banking
20-24,Male,2 - 5 years,System administrator,,,,C,,,,,,,,,,,,,Haskell,,,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,,,,,"$40,000 - $60,000",50000,Employed full-time,Finance / Banking
30-34,Male,11+ years,System administrator,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,Wordpress,PowerShell,No formal training; I'm self-taught,On-the-job training,,,,,,,,,,"$60,000 - $80,000",70000,Employed full-time,Foundation / Non-Profit
25-29,Male,6 - 10 years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Rather not say,Rather not say,Employed full-time,Foundation / Non-Profit
30-34,Female,2 - 5 years,System administrator,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$40,000 - $60,000",50000,Employed full-time,Foundation / Non-Profit
< 20,Male,2 - 5 years,System administrator,Android,,,C,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,Python,,Redis,,,,,,,SQL,SQL Server,,Visual Basic,,,,No formal training; I'm self-taught,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,Rather not say,Rather not say,Freelance / Contractor,Gaming
40-50,Male,11+ years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,Industry certification program,Some college coursework in Computer Science (or related field) but no degree,,,,,"$100,000 - $120,000",110000,Employed full-time,Government
40-50,Male,6 - 10 years,System administrator,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"$140,000 - $160,000",150000,Employed full-time,Government
30-34,Male,6 - 10 years,System administrator,,,AngularJS,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,PHP,Python,,,,,,,,,,,,,,Wordpress,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$80,000 - $100,000",90000,Employed full-time,Government
35-39,Male,6 - 10 years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,Perl,,,,,Ruby,,,,,,,,,,,,Bash,No formal training; I'm self-taught,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,"$80,000 - $100,000",90000,Employed full-time,Government
20-24,Male,1 - 2 years,System administrator,,,AngularJS,,C++,,,,CoffeeScript,,,,,,,,,,Java,,,Matlab,,,Objective-C,,,,,,,,,,,Spark,,,,,,,,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$60,000 - $80,000",70000,Employed full-time,Healthcare
40-50,Male,11+ years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$100,000 - $120,000",110000,Employed full-time,Healthcare
35-39,Male,6 - 10 years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,,,,,"$80,000 - $100,000",90000,Employed full-time,Healthcare
25-29,Male,6 - 10 years,System administrator,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$60,000 - $80,000",70000,Employed full-time,Healthcare
20-24,Male,1 - 2 years,System administrator,,,,C,C++,,,,CoffeeScript,,,,,,,,Haskell,,Java,,,Matlab,,,,,,Python,,,,,,,,,,,,,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"Less than $20,000",10000,Employed part-time,I'm a student
40-50,Male,11+ years,System administrator,Android,Arduino / Raspberry Pi,,C,C++,,,,,,,,,,,,,,Java,JavaScript,LAMP,,MongoDB,Node.js,,Perl,,Python,,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,,,,,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),,,"$60,000 - $80,000",70000,Employed full-time,Internet
20-24,Male,2 - 5 years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,PowerShell,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$80,000 - $100,000",90000,Employed full-time,Internet
20-24,Male,6 - 10 years,System administrator,,,,,C++,,,,,,,,,,,,,,,,,Matlab,,,,,,Python,,,,,,,,,,,,,,,bash,No formal training; I'm self-taught,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$80,000 - $100,000",90000,Employed full-time,Internet
25-29,Male,2 - 5 years,System administrator,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"$40,000 - $60,000",50000,Employed full-time,Internet
35-39,Male,11+ years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mentorship program (ie. Flatiron School, GDI, etc.)",Industry certification program,,,,,,"$60,000 - $80,000",70000,Employed full-time,Internet
51-60,Male,11+ years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharepoint,,SQL,SQL Server,,Visual Basic,,,,,On-the-job training,"Intensive code ""boot-camp"" or night school","Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,Industry certification program,,,,,,"$80,000 - $100,000",90000,Employed full-time,Manufacturing
